"","PostalCode","DateOfSale","Type","Condition","Price","LivingArea","BasementArea","GroundArea","ConstructionYear","Levels","NewKitchen","NumberOfToilets","NewWindows","NewBathroom","NumberOfBedrooms","Balcony","CloseToWater","Garage","Adress","SalesPeriod","YearOfSale","ManyToilets","Basement","LargeGround","Age","HighHouse","Renovation","Quarter"
"723","8220",2005-06-21,"Ejerlejlighed","Good",1030000,74,0,0,1969,1,NA,1,NA,NA,2,"1","0","0","Hougårdsvej 34, st.tv.",76,2005,"0","0","0",36,"0","0","2"
"724","8220",2005-06-21,"Ejerlejlighed","Medium",798000,42,0,0,1969,1,NA,1,NA,NA,1,"0","0","0","Engdalsvej 79A, st. mf.",21,2005,"0","0","0",36,"0","0","2"
"725","8250",2005-06-22,"Ejerlejlighed","Medium",750000,42,0,0,1973,1,"0",1,NA,"0",1,"1","0","0","Brobjerg Parkvej 69, 2. th.",24,2005,"0","0","0",32,"0","0","2"
"726","8000",2005-06-22,"Ejerlejlighed","Good",1798000,68,0,0,1897,2,NA,1,NA,NA,2,"1","0","0","Nørre Allé 87, 3. tv.",0,2005,"0","0","0",108,"0","0","2"
"727","8000",2005-06-22,"Ejerlejlighed","Good",2100000,91,0,0,1899,1,NA,1,NA,NA,4,"0","0","0","Vesterbrogade 36, 4.",104,2005,"0","0","0",106,"0","0","2"
"728","8000",2005-06-22,"Ejerlejlighed","Medium",1983000,86,0,0,1877,2,NA,2,NA,NA,2,"1","0","0","Skovvejen 87, 2. +3.",15,2005,"0","0","0",128,"0","0","2"
"729","8220",2005-06-23,"Ejerlejlighed","Medium",998000,74,1,0,1969,1,NA,1,NA,NA,2,"1","0","0","Hougårdsvej 46, st.th.",27,2005,"0","1","0",36,"0","0","2"
"730","8000",2005-06-24,"Ejerlejlighed","Medium",2648000,101,40,0,1906,2,NA,1,NA,NA,NA,"1","0","1","Langelandsgade 121, st.",315,2005,"0","1","0",99,"0","0","2"
"731","8000",2005-06-24,"Ejerlejlighed","Medium",1775000,63,0,0,1914,1,NA,1,NA,NA,2,"1","0","0","Strandvejen 8A, 2. th.",19,2005,"0","0","0",91,"0","0","2"
"732","8200",2005-06-26,"Ejerlejlighed","Good",875000,44,0,0,1966,1,NA,1,NA,NA,1,"1","0","0","Edouard Suensons Gade 3, 5. -A",198,2005,"0","0","0",39,"0","0","2"
"733","8200",2005-06-26,"Ejerlejlighed","Medium",1838000,66,0,0,1933,1,NA,1,NA,NA,2,"0","0","0","Herluf Trolles Gade 35, 3. th.",11,2005,"0","0","0",72,"0","0","2"
"734","8260",2005-06-27,"Ejerlejlighed","Bad",1310000,82,0,0,1932,NA,NA,2,NA,NA,NA,"0","0","0","Reventlowsvej 3,1",54,2005,"0","0","0",73,NA,"0","2"
"735","8210",2005-06-27,"Ejerlejlighed","Good",1475000,65,0,0,2001,1,"0",1,"0","0",1,"1","0","0","Bronzealdervej 136B",49,2005,"0","0","0",4,"0","0","2"
"736","8270",2005-06-28,"Ejerlejlighed","Medium",1048000,69,0,0,1967,1,NA,1,NA,NA,1,"1","0","0","Rundhøj Alle 123, 1",18,2005,"0","0","0",38,"0","0","2"
"737","8000",2005-06-28,"Ejerlejlighed","Medium",2550000,137,0,0,1945,1,NA,1,NA,NA,4,"1","0","0","Tage-Hansens Gade 1, 5.",71,2005,"0","0","0",60,"0","0","2"
"738","8240",2005-06-29,"Ejerlejlighed","Medium",1075000,49,0,0,1989,1,NA,1,NA,NA,2,"1","0","0","Skejbygårdsvej** 18, 2. -1",30,2005,"0","0","0",16,"0","0","2"
"739","8250",2005-06-29,"Ejerlejlighed","Medium",1025000,62,8,0,1980,1,NA,1,NA,NA,2,"1","0","0","Brobjerg Parkvej 19, st. 1",102,2005,"0","1","0",25,"0","0","2"
"740","8000",2005-06-29,"Ejerlejlighed","Medium",2150000,96,0,0,1930,1,NA,1,NA,NA,3,"1","0","0","Viborgvej 25, 3. th.",43,2005,"0","0","0",75,"0","0","2"
"741","8210",2005-06-30,"Ejerlejlighed","Good",1799000,70,0,0,1946,1,"0",1,NA,"0",3,"0","0","0","Helge Rodes Vej 13, ST",8,2005,"0","0","0",59,"0","0","2"
"742","8250",2005-06-30,"Ejerlejlighed","Good",1055000,60,0,0,1980,1,NA,1,NA,NA,NA,"1","0","0","Brobjerg Parkvej 19, 1. 4",71,2005,"0","0","0",25,"0","0","2"
"743","8000",2005-06-30,"Ejerlejlighed","Good",1698000,76,0,0,1916,1,NA,1,NA,NA,2,"0","0","0","Nørre Allè 46 b, st",22,2005,"0","0","0",89,"0","0","2"
"744","8000",2005-06-30,"Ejerlejlighed","Medium",1979000,72,0,0,1896,1,NA,1,NA,NA,3,"0","0","0","Sølystgade 55, 3.",23,2005,"0","0","0",109,"0","0","2"
"745","8000",2005-06-30,"Ejerlejlighed","Good",1748000,56,0,0,1912,1,NA,1,NA,NA,2,"0","0","0","Skt. Anna Gade 39, st. th.",38,2005,"0","0","0",93,"0","0","2"
"746","8000",2005-06-30,"Ejerlejlighed","Medium",2185000,86,0,0,1898,1,NA,1,NA,NA,2,"1","0","0","Nørregade 59, 1.",19,2005,"0","0","0",107,"0","0","2"
"747","8000",2005-06-30,"Ejerlejlighed","Good",2165000,135,0,0,1899,2,NA,1,NA,NA,2,"0","0","0","Kystvejen 59, 4. th.",122,2005,"0","0","0",106,"0","0","2"
"748","8000",2005-06-30,"Ejerlejlighed","Medium",2400000,81,0,0,1887,1,NA,1,NA,NA,2,"1","0","0","Absalonsgade 17B, 1.",71,2005,"0","0","0",118,"0","0","2"
"749","8000",2005-06-30,"Ejerlejlighed","Good",2870000,121,0,0,1900,2,NA,1,NA,NA,2,"1","0","0","Langelandsgade 133, 1. +2.",125,2005,"0","0","0",105,"0","0","2"
"750","8240",2005-07-01,"Ejerlejlighed","Good",1540000,73,0,0,1991,1,NA,1,NA,NA,2,"0","0","0","Julsøvej 278",78,2005,"0","0","0",14,"0","0","3"
"751","8240",2005-07-04,"Ejerlejlighed","Medium",1275000,83,10,0,1976,1,NA,1,NA,NA,NA,"1","0","0","Kantorvænget 10, 1. 272",27,2005,"0","1","0",29,"0","0","3"
"752","8250",2005-07-04,"Ejerlejlighed","Medium",775000,39,0,0,1973,1,NA,NA,NA,NA,NA,"0","0","0","Brobjerg Parkvej 57, 1. th",3,2005,NA,"0","0",32,"0","0","3"
"753","8000",2005-07-04,"Ejerlejlighed","Good",1148000,36,3,0,1958,1,NA,1,NA,NA,1,"1","0","0","Østergade 42, 1. -9",18,2005,"0","1","0",47,"0","0","3"
"754","8230",2005-07-05,"Ejerlejlighed","Medium",985000,54,4,0,1970,1,NA,1,NA,NA,1,"1","0","0","Dr. Holsts Vej 48, 1.. nr. 93",49,2005,"0","1","0",35,"0","0","3"
"755","8000",2005-07-05,"Ejerlejlighed","Good",1470000,49,0,0,1938,1,NA,1,NA,NA,2,"0","0","0","Søndre Ringgade 57, 5. th.",151,2005,"0","0","0",67,"0","0","3"
"756","8210",2005-07-07,"Ejerlejlighed","Medium",1495000,87,5,0,1956,1,"0",1,NA,NA,2,"1","0","0","Tingvej 2B",22,2005,"0","1","0",49,"0","0","3"
"757","8000",2005-07-07,"Ejerlejlighed","Medium",1848000,81,0,0,1890,1,NA,1,NA,NA,3,"0","0","0","Heibergsgade 2, 3. th.",59,2005,"0","0","0",115,"0","0","3"
"758","8000",2005-07-07,"Ejerlejlighed","Medium",1479000,55,0,0,1889,NA,NA,1,NA,NA,3,"0","0","0","Helgolandsgade 25, 3.",95,2005,"0","0","0",116,NA,"0","3"
"759","8200",2005-07-08,"Ejerlejlighed","Good",2198000,79,0,0,1936,1,NA,1,NA,NA,3,"1","0","0","Otte Ruds Gade 21, 4. tv.",11,2005,"0","0","0",69,"0","0","3"
"760","8000",2005-07-08,"Ejerlejlighed","Good",2128000,80,0,0,1907,1,NA,1,NA,NA,3,"0","0","0","Nyborggade 4, st. tv.",1,2005,"0","0","0",98,"0","0","3"
"761","8000",2005-07-08,"Ejerlejlighed","Medium",2550000,88,0,0,1878,1,NA,2,NA,NA,NA,"0","0","0","Møllestien 24",74,2005,"0","0","0",127,"0","0","3"
"762","8000",2005-07-10,"Ejerlejlighed","Good",1900000,74,0,0,1938,1,NA,1,NA,NA,3,"1","0","0","Regenburgsgade 12, 2. th.",64,2005,"0","0","0",67,"0","0","3"
"763","8200",2005-07-11,"Ejerlejlighed","Medium",1729000,63,0,0,1950,1,NA,1,NA,NA,NA,"1","0","0","Skovvangsvej 62, 3. tv",19,2005,"0","0","0",55,"0","0","3"
"764","8000",2005-07-11,"Ejerlejlighed","Good",2370000,89,0,0,1894,NA,NA,1,NA,NA,3,"0","0","0","Lollandsgade 30, 1. tv.",10,2005,"0","0","0",111,NA,"0","3"
"765","8200",2005-07-12,"Ejerlejlighed","Medium",2698000,183,0,0,1961,3,NA,2,NA,NA,3,"1","0","1","Skovfaldet 2A",201,2005,"0","0","0",44,"0","0","3"
"766","8000",2005-07-12,"Ejerlejlighed","Medium",2098000,81,0,0,1902,1,NA,1,NA,NA,1,"0","0","0","Marselisborg Allé 6B, 2.",78,2005,"0","0","0",103,"0","0","3"
"767","8000",2005-07-12,"Ejerlejlighed","Medium",2128000,93,2,0,1940,NA,NA,1,NA,NA,3,"1","0","0","Vestre Ringgade 56, 4. tv.",32,2005,"0","1","0",65,NA,"0","3"
"768","8220",2005-07-14,"Ejerlejlighed","Good",1295000,84,0,0,1969,1,NA,1,NA,NA,2,"1","0","0","Emmasvej 18, 2. tv.",9,2005,"0","0","0",36,"0","0","3"
"769","8250",2005-07-14,"Ejerlejlighed","Medium",949000,45,0,0,1980,1,NA,1,NA,NA,1,"1","0","0","Brobjerg Parkvej 15, st. - 3",99,2005,"0","0","0",25,"0","0","3"
"770","8000",2005-07-14,"Ejerlejlighed","Good",2776000,130,0,0,1902,1,NA,1,NA,NA,3,"0","0","0","Marselisborg Allé 6A, 1.",105,2005,"0","0","0",103,"0","0","3"
"771","8260",2005-07-15,"Ejerlejlighed","Good",535000,42,0,0,1970,1,NA,1,NA,NA,NA,"1","0","0","Grøfthøjparken 161, 1. mf",79,2005,"0","0","0",35,"0","0","3"
"772","8000",2005-07-15,"Ejerlejlighed","Good",2700000,104,0,0,1933,1,NA,1,NA,NA,4,"1","0","0","Chr. Wærums Gade 24, 2. tv.",86,2005,"0","0","0",72,"0","0","3"
"773","8000",2005-07-15,"Ejerlejlighed","Good",1098000,33,0,0,1999,1,NA,1,NA,NA,NA,"0","0","0","Klostergade 19, 3. -4",93,2005,"0","0","0",6,"0","0","3"
"774","8270",2005-07-18,"Ejerlejlighed","Medium",1795000,76,0,0,1976,1,NA,1,NA,NA,2,"1","0","0","Nagelsvej 20, 1. th.",51,2005,"0","0","0",29,"0","0","3"
"775","8200",2005-07-18,"Ejerlejlighed","Good",1799000,66,0,0,1933,1,NA,1,NA,NA,2,"0","0","0","Herluf Trolles Gade 35, 3. tv.",49,2005,"0","0","0",72,"0","0","3"
"776","8000",2005-07-18,"Ejerlejlighed","Good",1595000,52,0,0,1887,1,NA,1,NA,NA,2,"0","0","0","Sjællandsgade 82C, st. th.",48,2005,"0","0","0",118,"0","0","3"
"777","8220",2005-07-19,"Ejerlejlighed","Good",1295000,55,0,985,1952,1,"0",2,NA,"0",1,"0","0","0","Hejredalsvej 1, 1. sal",14,2005,"0","0","0",2,"0","1","3"
"778","8230",2005-07-19,"Ejerlejlighed","Medium",1950000,89,0,0,1890,2,NA,1,NA,NA,2,"0","0","0","Silkeborgvej 272 C, lejl. 20",9,2005,"0","0","0",115,"0","0","3"
"779","8000",2005-07-20,"Ejerlejlighed","Good",1995000,49,26,0,1897,2,NA,1,NA,NA,2,"1","0","0","Absalonsgade 29, st.",71,2005,"0","1","0",108,"0","0","3"
"780","8000",2005-07-20,"Ejerlejlighed","Medium",1998000,83,0,0,1962,1,NA,1,NA,NA,3,"1","0","0","Kirkedammen 7, 2. tv.",88,2005,"0","0","0",43,"0","0","3"
"781","8000",2005-07-21,"Ejerlejlighed","Medium",2500000,90,0,0,1901,1,NA,1,NA,NA,4,"0","0","0","Mejlgade 82B, 3. th.",38,2005,"0","0","0",104,"0","0","3"
"782","8000",2005-07-21,"Ejerlejlighed","Medium",1675000,63,0,0,1898,1,NA,1,NA,NA,2,"0","0","0","Frederiks Allé 102, 2. tv.",93,2005,"0","0","0",107,"0","0","3"
"783","8000",2005-07-22,"Ejerlejlighed","Good",1778000,70,0,0,1935,1,NA,1,NA,NA,2,"0","0","0","Hans Schourups Gade 8, st. tv.",19,2005,"0","0","0",70,"0","0","3"
"784","8000",2005-07-22,"Ejerlejlighed","Good",1929000,66,0,0,1934,1,NA,1,NA,NA,2,"1","0","0","Harald Jensens Plads 15, 2. th.",8,2005,"0","0","0",71,"0","0","3"
"785","8000",2005-07-22,"Ejerlejlighed","Good",2750000,110,0,0,1933,1,NA,1,NA,NA,4,"1","0","0","Borggade 5, 2. tv.",121,2005,"0","0","0",72,"0","0","3"
"786","8200",2005-07-24,"Ejerlejlighed","Medium",1595000,56,0,0,1933,1,NA,1,NA,NA,2,"0","0","0","Herluf Trolles Gade 35, 4. th.",51,2005,"0","0","0",72,"0","0","3"
"787","8200",2005-07-25,"Ejerlejlighed","Medium",2178000,84,0,0,1931,1,NA,1,NA,NA,3,"1","0","0","Tordenskjoldsgade 31, 3. tv.",63,2005,"0","0","0",74,"0","0","3"
"788","8000",2005-07-25,"Ejerlejlighed","Medium",1595000,57,0,0,1930,1,NA,1,NA,NA,2,"0","0","0","Nørre Alle 90, 4. tv.",23,2005,"0","0","0",75,"0","0","3"
"789","8250",2005-07-26,"Ejerlejlighed","Medium",1399000,56,0,0,1976,NA,NA,1,NA,NA,2,"1","0","0","Brobjerg Parkvej 89, 2. -4",39,2005,"0","0","0",29,NA,"0","3"
"790","8000",2005-07-26,"Ejerlejlighed","Medium",1478000,55,0,0,1900,NA,NA,1,NA,NA,2,"0","0","0","Ankersgade 5, 3. tv.",36,2005,"0","0","0",105,NA,"0","3"
"791","8000",2005-07-26,"Ejerlejlighed","Good",2175000,84,0,0,1907,1,NA,1,NA,NA,3,"0","0","0","Østboulevarden 15, 1.",26,2005,"0","0","0",98,"0","0","3"
"792","8000",2005-07-26,"Ejerlejlighed","Good",2298000,106,22,0,1928,1,NA,1,NA,NA,4,"0","0","0","De Mezas Vej 20, st. th.",68,2005,"0","1","0",77,"0","0","3"
"793","8200",2005-07-27,"Ejerlejlighed","Medium",1869000,61,0,0,1926,1,NA,1,NA,NA,2,"0","0","0","Herluf Trolles Gade 44, 3. tv.",9,2005,"0","0","0",79,"0","0","3"
"794","8000",2005-07-27,"Ejerlejlighed","Medium",1850000,75,0,0,1896,1,NA,1,NA,NA,3,"0","0","0","Knudrisgade 32, 1. th",76,2005,"0","0","0",109,"0","0","3"
"795","8000",2005-07-27,"Ejerlejlighed","Medium",2752500,117,0,0,1913,NA,NA,1,NA,NA,4,"1","0","0","Nørregade 55, 3. th.",9,2005,"0","0","0",92,NA,"0","3"
"796","8300",2005-07-28,"Ejerlejlighed","Medium",1270625,108,0,0,1987,1,NA,1,NA,NA,2,"0","1","1","Nørreled 16D, st., Hou",233,2005,"0","0","0",18,"0","0","3"
"797","8000",2005-07-28,"Ejerlejlighed","Medium",1450000,62,0,0,1947,1,NA,1,NA,NA,2,"0","0","0","Vestre Ringgade 66, st. th.",85,2005,"0","0","0",58,"0","0","3"
"798","8230",2005-07-29,"Ejerlejlighed","Medium",460000,28,1,0,1970,1,NA,1,NA,NA,1,"1","0","0","Dr. Holsts Vej 40, st, lejl. 204",23,2005,"0","1","0",35,"0","0","3"
"799","8000",2005-07-29,"Ejerlejlighed","Good",1758000,62,0,0,1955,NA,NA,1,NA,NA,2,"0","0","0","Guldsmedgade 27, 4. th.",17,2005,"0","0","0",50,NA,"0","3"
"800","8000",2005-07-29,"Ejerlejlighed","Good",2280000,94,0,0,1895,NA,NA,1,NA,NA,3,"0","0","0","Sølystgade 35, 1.",37,2005,"0","0","0",110,NA,"0","3"
"801","8000",2005-07-29,"Ejerlejlighed","Good",2098000,92,0,0,1907,NA,NA,1,NA,NA,2,"0","0","0","Montanagade 57, st.",7,2005,"0","0","0",98,NA,"0","3"
"802","8000",2005-07-29,"Ejerlejlighed","Medium",1998000,68,0,0,1900,2,NA,1,NA,NA,1,"0","0","0","Museumsgade 24, 4. +5.",50,2005,"0","0","0",105,"0","0","3"
"803","8000",2005-07-30,"Ejerlejlighed","Good",2740000,126,0,0,1857,1,NA,1,NA,NA,4,"1","0","0","Fredensgade 30, 2. tv.",15,2005,"0","0","0",148,"0","0","3"
"804","8000",2005-07-30,"Ejerlejlighed","Medium",1650000,74,0,0,1921,1,NA,1,NA,NA,2,"0","0","0","Skolegyde 8, 2.",57,2005,"0","0","0",84,"0","0","3"
"805","8200",2005-07-31,"Ejerlejlighed","Medium",815000,28,0,0,1963,1,NA,1,NA,NA,1,"0","0","0","Jordbrovej 25, 3. -4",15,2005,"0","0","0",42,"0","0","3"
"806","8220",2005-08-01,"Ejerlejlighed","Good",1759000,92,0,0,2005,1,"0",1,"0","0",2,"1","0","0","Hovedgaden 25, st.-Type B",137,2005,"0","0","0",0,"0","0","3"
"807","8200",2005-08-02,"Ejerlejlighed","Medium",1998000,86,0,0,1968,1,NA,1,NA,NA,3,"1","0","0","Jens Baggesens Vej 98, 6. th.",47,2005,"0","0","0",37,"0","0","3"
"808","8230",2005-08-03,"Ejerlejlighed","Good",435000,27,1,0,1970,1,NA,1,NA,NA,1,"1","0","0","Dr. Holsts Vej 34, 2. lejl. 136",177,2005,"0","1","0",35,"0","0","3"
"809","8000",2005-08-03,"Ejerlejlighed","Good",2598000,106,0,0,1898,2,NA,2,NA,NA,3,"0","0","0","Lollandsgade 70, 2. +3.",44,2005,"0","0","0",107,"0","0","3"
"810","8000",2005-08-03,"Ejerlejlighed","Medium",1788000,66,0,0,1938,1,NA,1,NA,NA,2,"1","0","0","Søndre Ringgade 63, 4. th.",57,2005,"0","0","0",67,"0","0","3"
"811","8000",2005-08-03,"Ejerlejlighed","Good",1410000,56,0,0,1942,1,NA,1,NA,NA,2,"0","0","0","Marselis Boulevard 134, st. -1",90,2005,"0","0","0",63,"0","0","3"
"812","8200",2005-08-04,"Ejerlejlighed","Good",1665000,61,0,0,1933,1,NA,1,NA,NA,2,"0","0","0","Nordre Ringgade 106, 2. tv.",0,2005,"0","0","0",72,"0","0","3"
"813","8240",2005-08-04,"Ejerlejlighed","Medium",1245000,68,0,0,1973,1,NA,1,NA,NA,1,"1","0","0","Kantorparken 69, 3",105,2005,"0","0","0",32,"0","0","3"
"814","8000",2005-08-04,"Ejerlejlighed","Good",2348000,81,0,0,1886,NA,NA,1,NA,NA,3,"1","0","0","Helgolandsgade 20, 1.",3,2005,"0","0","0",119,NA,"0","3"
"815","8000",2005-08-04,"Ejerlejlighed","Medium",1748000,63,0,0,1926,1,NA,1,NA,NA,2,"0","0","0","Carl Blochs Gade 31, 3. th.",10,2005,"0","0","0",79,"0","0","3"
"816","8200",2005-08-05,"Ejerlejlighed","Good",2148000,72,0,0,1929,NA,NA,1,NA,NA,3,"0","0","0","Niels Juels Gade 16, 2. tv.",30,2005,"0","0","0",76,NA,"0","3"
"817","8200",2005-08-05,"Ejerlejlighed","Medium",1939000,84,0,0,1955,1,NA,1,NA,NA,NA,"1","0","0","A.H.Winges Vej 1, 1. tv",35,2005,"0","0","0",50,"0","0","3"
"818","8000",2005-08-05,"Ejerlejlighed","Medium",1349000,46,0,0,1920,1,NA,1,NA,NA,1,"0","0","0","Nørre Alle 68, st. th",65,2005,"0","0","0",85,"0","0","3"
"819","8000",2005-08-05,"Ejerlejlighed","Good",2898000,94,0,0,1911,1,NA,1,NA,NA,3,"1","0","0","Fåborggade 7B, 3.",72,2005,"0","0","0",94,"0","0","3"
"820","8000",2005-08-05,"Ejerlejlighed","Medium",1592000,52,0,0,1897,1,NA,1,NA,NA,NA,"0","0","0","Absalonsgade 27, 1",79,2005,"0","0","0",108,"0","0","3"
"821","8210",2005-08-09,"Ejerlejlighed","Good",660000,28,0,0,1900,1,NA,1,NA,NA,1,"0","0","0","Ryvej 36E",27,2005,"0","0","0",105,"0","0","3"
"822","8000",2005-08-09,"Ejerlejlighed","Good",2848000,89,5,0,1929,1,NA,1,NA,NA,3,"0","0","0","Stadion Allé 15, 3. th.",68,2005,"0","1","0",76,"0","0","3"
"823","8000",2005-08-10,"Ejerlejlighed","Bad",1900000,85,3,0,1969,1,NA,1,NA,NA,2,"1","0","0","Møllevejen 23, 3. tv.",40,2005,"0","1","0",36,"0","0","3"
"824","8000",2005-08-10,"Ejerlejlighed","Good",3685000,116,0,0,1915,NA,NA,1,NA,NA,4,"1","0","0","Marselisborg Alle 30A, 4. tv.",5,2005,"0","0","0",90,NA,"0","3"
"825","8270",2005-08-12,"Ejerlejlighed","Medium",638000,34,0,0,1966,NA,NA,1,NA,NA,NA,"0","0","0","Rundhøj Alle 135",78,2005,"0","0","0",39,NA,"0","3"
"826","8000",2005-08-12,"Ejerlejlighed","Medium",1448000,66,3,0,1958,1,NA,1,NA,NA,1,"1","0","0","Østergade 42, 1. -2",57,2005,"0","1","0",47,"0","0","3"
"827","8000",2005-08-12,"Ejerlejlighed","Medium",2338000,75,0,0,1897,1,NA,1,NA,NA,3,"1","0","0","Høegh Guldbergs Gade 123, 2. th",25,2005,"0","0","0",108,"0","0","3"
"828","8000",2005-08-12,"Ejerlejlighed","Medium",1648000,49,0,0,1874,1,NA,1,NA,NA,2,"1","0","0","Søgade 9, 2.",16,2005,"0","0","0",131,"0","0","3"
"829","8230",2005-08-15,"Ejerlejlighed","Good",1168000,48,2,0,1948,2,NA,1,NA,NA,2,"0","0","0","Erik Bøghs Vej 6C",205,2005,"0","1","0",57,"0","0","3"
"830","8000",2005-08-16,"Ejerlejlighed","Medium",1550000,118,16,0,1889,1,NA,2,NA,NA,3,"0","0","1","Sjællandsgade 87, st.",25,2005,"0","1","0",116,"0","0","3"
"831","8230",2005-08-17,"Ejerlejlighed","Medium",460000,28,0,0,1970,1,NA,1,NA,NA,1,"1","0","0","Arnegårdsvej 3, st.. nr. 20",45,2005,"0","0","0",35,"0","0","3"
"832","8000",2005-08-17,"Ejerlejlighed","Medium",1729000,66,0,0,1940,1,NA,1,NA,NA,2,"1","0","0","Silkeborgvej 158, st.. th.",37,2005,"0","0","0",65,"0","0","3"
"833","8220",2005-08-19,"Ejerlejlighed","Good",625000,31,0,0,1969,1,NA,1,NA,NA,1,"1","0","0","Skovbakkevej 21,st -7",43,2005,"0","0","0",36,"0","0","3"
"834","8000",2005-08-20,"Ejerlejlighed","Medium",1593000,50,0,0,1874,1,NA,1,NA,NA,2,"1","0","0","Søgade 9, 1.",26,2005,"0","0","0",131,"0","0","3"
"835","8300",2005-08-22,"Ejerlejlighed","Medium",370000,34,0,0,1972,1,NA,1,NA,NA,1,"0","1","0","Rådhusgade 61, st. tv",83,2005,"0","0","0",33,"0","0","3"
"836","8000",2005-08-22,"Ejerlejlighed","Good",1499000,56,0,0,1942,1,NA,1,NA,NA,2,"0","0","0","Marselis Boulevard 134, 1. -1",25,2005,"0","0","0",63,"0","0","3"
"837","8000",2005-08-22,"Ejerlejlighed","Good",2965000,114,0,0,1893,1,NA,1,NA,NA,NA,"0","0","0","Brammersgade 2, st. th.",49,2005,"0","0","0",112,"0","0","3"
"838","8230",2005-08-23,"Ejerlejlighed","Good",1465000,66,3,0,1935,1,"0",1,NA,"0",1,"1","0","0","Chr. Winthers Vej 5, 1. th.",54,2005,"0","1","0",70,"0","0","3"
"839","8260",2005-08-23,"Ejerlejlighed","Medium",569000,38,0,0,1970,1,NA,1,NA,NA,NA,"1","0","0","Grøfthøjparken 161, 9",19,2005,"0","0","0",35,"0","0","3"
"840","8000",2005-08-23,"Ejerlejlighed","Medium",2008000,94,0,0,1900,1,NA,1,NA,NA,3,"0","0","0","Marstrandsgade 3, 4. th.",64,2005,"0","0","0",105,"0","0","3"
"841","8000",2005-08-24,"Ejerlejlighed","Medium",1648000,56,0,0,1909,1,NA,1,NA,NA,2,"0","0","0","Anholtsgade 11, st. th.",79,2005,"0","0","0",96,"0","0","3"
"842","8000",2005-08-24,"Ejerlejlighed","Medium",1715000,63,0,0,1936,1,NA,1,NA,NA,2,"1","0","0","Silkeborgvej 136, 1. tv.",33,2005,"0","0","0",69,"0","0","3"
"843","8000",2005-08-24,"Ejerlejlighed","Medium",1548000,49,0,0,1874,1,NA,1,NA,NA,2,"1","0","0","Søgade 9, st",28,2005,"0","0","0",131,"0","0","3"
"844","8000",2005-08-24,"Ejerlejlighed","Good",1998000,59,0,0,1896,1,NA,1,"1",NA,3,"1","0","0","Absalonsgade 21, st.. ",16,2005,"0","0","0",109,"0","0","3"
"845","8260",2005-08-25,"Ejerlejlighed","Medium",795000,46,0,0,1968,NA,NA,1,NA,NA,NA,"1","0","0","Kongsgårdsvej 26, 1. 1",2,2005,"0","0","0",37,NA,"0","3"
"846","8000",2005-08-26,"Ejerlejlighed","Medium",3148000,132,0,0,1929,1,NA,1,NA,NA,5,"0","0","0","Johan Baunes Plads 6, 1.tv.",84,2005,"0","0","0",76,"0","0","3"
"847","8000",2005-08-26,"Ejerlejlighed","Good",1898000,73,0,0,1950,1,NA,1,NA,NA,3,"1","0","0","Vestre Ringgade 204, 5. tv.",88,2005,"0","0","0",55,"0","0","3"
"848","8000",2005-08-27,"Ejerlejlighed","Good",2598000,90,0,0,1910,1,NA,1,NA,NA,3,"0","0","0","Bogensegade 1, 3. tv.",71,2005,"0","0","0",95,"0","0","3"
"849","8000",2005-08-27,"Ejerlejlighed","Good",1748000,53,0,0,1900,1,NA,1,NA,NA,2,"1","0","0","Sølystgade 48, 4.",30,2005,"0","0","0",105,"0","0","3"
"850","8000",2005-08-27,"Ejerlejlighed","Good",3100017,102,47,0,1924,2,NA,1,NA,NA,2,"1","0","0","Langelandsgade 123, st.",19,2005,"0","1","0",81,"0","0","3"
"851","8210",2005-08-28,"Ejerlejlighed","Good",635000,28,0,0,1900,1,"0",1,NA,NA,1,"0","0","0","Ryvej 36 G, 1",185,2005,"0","0","0",105,"0","0","3"
"852","8240",2005-08-29,"Ejerlejlighed","Bad",1095000,67,0,0,1970,1,NA,1,NA,NA,NA,"0","0","0","Kantorparken 2, 1. th.",27,2005,"0","0","0",35,"0","0","3"
"853","8250",2005-08-29,"Ejerlejlighed","Good",1998000,103,7,0,1978,1,"0",1,NA,"0",NA,"1","0","0","Brobjerg Parkvej 103, 2. mf",34,2005,"0","1","0",27,"0","0","3"
"854","8000",2005-08-29,"Ejerlejlighed","Medium",1735000,69,0,0,1898,1,NA,1,NA,NA,2,"1","0","0","Nørregade 59, 3.",60,2005,"0","0","0",107,"0","0","3"
"855","8200",2005-08-30,"Ejerlejlighed","Medium",2598000,82,0,0,1910,2,NA,1,NA,NA,2,"1","0","0","Peder Skrams Gade 25, 2+3. ",40,2005,"0","0","0",95,"0","0","3"
"856","8240",2005-08-30,"Ejerlejlighed","Good",1850000,95,0,0,1965,1,NA,1,NA,NA,NA,"1","0","0","Tirstrupvej 18, 2. tv.",190,2005,"0","0","0",40,"0","0","3"
"857","8210",2005-08-31,"Ejerlejlighed","Good",1625000,79,5,0,1956,1,NA,1,NA,NA,2,"1","0","0","Tingvej 2A, 1. T",38,2005,"0","1","0",49,"0","0","3"
"858","8210",2005-08-31,"Ejerlejlighed","Good",1855000,110,0,0,1950,1,"0",1,"0",NA,2,"1","0","1","St. Blichers Vej 83, st.",57,2005,"0","0","0",55,"0","0","3"
